"station"	"variable"	"technique"	"periodicity"	"date"	"hour"	"value"	"valid"
"28793612"	8	2	2	2016-07-11	12	35	TRUE
"28793689"	98	2	2	2016-07-11	12	0	TRUE
"28793801"	38	2	2	2016-07-11	12	2	TRUE
"28793807"	8	2	2	2016-07-11	12	12	TRUE
"28793808"	8	2	2	2016-07-11	12	31	TRUE
"28793809"	47	2	2	2016-07-11	12	11	TRUE
"28793810"	47	2	2	2016-07-11	12	20	TRUE
"28793812"	8	2	2	2016-07-11	12	50	TRUE
"28793820"	59	2	2	2016-07-11	12	1.5	TRUE
"28793830"	59	2	2	2016-07-11	12	0.1	TRUE
"28793835"	59	2	2	2016-07-11	12	0.1	TRUE
"28793883"	98	2	2	2016-07-11	12	31.6	TRUE
"28793889"	98	2	2	2016-07-11	12	0	TRUE
"28793906"	48	2	2	2016-07-11	12	0.2	TRUE
"28793907"	8	2	2	2016-07-11	12	9	TRUE
"28793908"	8	2	2	2016-07-11	12	33	TRUE
"28793912"	8	2	2	2016-07-11	12	47	TRUE
"28793914"	6	2	2	2016-07-11	12	85	TRUE
"28793989"	98	2	2	2016-07-11	12	0	TRUE
"28794001"	38	2	2	2016-07-11	12	3	TRUE
"28794007"	8	2	2	2016-07-11	12	6	TRUE
"28794008"	8	2	2	2016-07-11	12	26	TRUE
"28794010"	47	2	2	2016-07-11	12	8	TRUE
"28794012"	8	2	2	2016-07-11	12	35	TRUE
"28794089"	98	2	2	2016-07-11	12	0	TRUE
"28794707"	8	2	2	2016-07-11	12	4	TRUE
"28794708"	8	2	2	2016-07-11	12	10	TRUE
"28794709"	47	2	2	2016-07-11	12	16	TRUE
"28794710"	47	2	2	2016-07-11	12	25	TRUE
"28794712"	8	2	2	2016-07-11	12	16	TRUE
"28794807"	8	2	2	2016-07-11	12	10	TRUE
"28794808"	8	2	2	2016-07-11	12	64	TRUE
"28794809"	47	2	2	2016-07-11	12	18	TRUE
"28794810"	47	2	2	2016-07-11	12	31	TRUE
"28794812"	8	2	2	2016-07-11	12	79	TRUE
"28794907"	8	2	2	2016-07-11	12	1	TRUE
"28794908"	8	2	2	2016-07-11	12	14	TRUE
"28794912"	8	2	2	2016-07-11	12	15	TRUE
"28794914"	6	2	2	2016-07-11	12	95	TRUE
"28795007"	8	2	2	2016-07-11	12	20	TRUE
"28795008"	8	2	2	2016-07-11	12	49	TRUE
"28795009"	47	2	2	2016-07-11	12	12	TRUE
"28795010"	47	2	2	2016-07-11	12	22	TRUE
"28795012"	8	2	2	2016-07-11	12	80	TRUE
"28795083"	98	2	2	2016-07-11	12	33.4	TRUE
"28795407"	8	2	2	2016-07-11	12	6	TRUE
"28795408"	8	2	2	2016-07-11	12	15	TRUE
"28795412"	8	2	2	2016-07-11	12	24	TRUE
"28795414"	6	2	2	2016-07-11	12	106	TRUE
"28795480"	98	2	2	2016-07-11	12	147	TRUE
"28795481"	98	2	2	2016-07-11	12	1.95	TRUE
"28795482"	98	2	2	2016-07-11	12	209	TRUE
"28795483"	98	2	2	2016-07-11	12	37.4	TRUE
"28795489"	98	2	2	2016-07-11	12	0	TRUE
"28795507"	8	2	2	2016-07-11	12	5	TRUE
"28795508"	8	2	2	2016-07-11	12	27	TRUE
"28795510"	47	2	2	2016-07-11	12	11	TRUE
"28795512"	8	2	2	2016-07-11	12	35	TRUE
"28795520"	59	2	2	2016-07-11	12	3.2	TRUE
"28795530"	59	2	2	2016-07-11	12	0.3	TRUE
"28795535"	59	2	2	2016-07-11	12	0.1	TRUE
"28795542"	2	2	2	2016-07-11	12	1.24	TRUE
"28795543"	2	2	2	2016-07-11	12	1.1	TRUE
"28795544"	2	2	2	2016-07-11	12	0.14	TRUE
"28795606"	48	2	2	2016-07-11	12	0.2	TRUE
"28795607"	8	2	2	2016-07-11	12	8	TRUE
"28795608"	8	2	2	2016-07-11	12	45	TRUE
"28795612"	8	2	2	2016-07-11	12	57	TRUE
"28795614"	6	2	2	2016-07-11	12	68	TRUE
"28795681"	98	2	2	2016-07-11	12	1.54	TRUE
"28795682"	98	2	2	2016-07-11	12	224	TRUE
"28795683"	98	2	2	2016-07-11	12	33.8	TRUE
"28795686"	98	2	2	2016-07-11	12	22	TRUE
"28795689"	98	2	2	2016-07-11	12	0	TRUE
"28795701"	38	2	2	2016-07-11	12	3	TRUE
"28795706"	48	2	2	2016-07-11	12	0.2	TRUE
"28795707"	8	2	2	2016-07-11	12	2	TRUE
"28795708"	8	2	2	2016-07-11	12	23	TRUE
"28795710"	47	2	2	2016-07-11	12	1	TRUE
"28795712"	8	2	2	2016-07-11	12	26	TRUE
"28795783"	98	2	2	2016-07-11	12	37.3	TRUE
"28795807"	8	2	2	2016-07-11	12	1	TRUE
"28795808"	8	2	2	2016-07-11	12	7	TRUE
"28795812"	8	2	2	2016-07-11	12	9	TRUE
"28795814"	6	2	2	2016-07-11	12	109	TRUE
"28795907"	8	2	2	2016-07-11	12	3	TRUE
"28795908"	8	2	2	2016-07-11	12	16	TRUE
"28795912"	8	2	2	2016-07-11	12	20	TRUE
"28795914"	6	2	2	2016-07-11	12	121	TRUE
"28795980"	98	2	2	2016-07-11	12	143	TRUE
"28795981"	98	2	2	2016-07-11	12	2.4	TRUE
"28795982"	98	2	2	2016-07-11	12	221	TRUE
"28795983"	98	2	2	2016-07-11	12	32.7	TRUE
"28795986"	98	2	2	2016-07-11	12	24	TRUE
"28795987"	98	2	2	2016-07-11	12	931	TRUE
"28795988"	98	2	2	2016-07-11	12	1006	TRUE
"28795989"	98	2	2	2016-07-11	12	0	TRUE
"28796007"	8	2	2	2016-07-11	12	3	TRUE
"28796008"	8	2	2	2016-07-11	12	23	TRUE
"28796010"	47	2	2	2016-07-11	12	3	TRUE
"28796012"	8	2	2	2016-07-11	12	28	TRUE
"28796014"	6	2	2	2016-07-11	12	102	TRUE
"28796087"	98	2	2	2016-07-11	12	922	TRUE
"28796089"	98	2	2	2016-07-11	12	0	TRUE
"28799901"	38	2	2	2016-07-11	13	5	TRUE
"28799906"	48	2	2	2016-07-11	13	0.2	TRUE
"28799907"	8	2	2	2016-07-11	13	7	TRUE
"28799908"	8	2	2	2016-07-11	13	25	TRUE
"28799909"	47	2	2	2016-07-11	13	9	TRUE
"28799910"	47	2	2	2016-07-11	13	14	TRUE
"28799912"	8	2	2	2016-07-11	13	35	TRUE
"28799914"	6	2	2	2016-07-11	13	94	TRUE
"28799920"	59	2	2	2016-07-11	13	2	TRUE
"28799930"	59	2	2	2016-07-11	13	0.4	TRUE
"28799935"	59	2	2	2016-07-11	13	0.2	TRUE
"28799942"	2	2	2	2016-07-11	13	1.24	TRUE
"28799943"	2	2	2	2016-07-11	13	1.13	TRUE
"28799944"	2	2	2	2016-07-11	13	0.11	TRUE
"28799980"	98	2	2	2016-07-11	13	185	TRUE
"28799981"	98	2	2	2016-07-11	13	2.59	TRUE
"28799982"	98	2	2	2016-07-11	13	202	TRUE
"28799983"	98	2	2	2016-07-11	13	32.7	TRUE
"28799986"	98	2	2	2016-07-11	13	26	TRUE
"28799987"	98	2	2	2016-07-11	13	931	TRUE
"28799988"	98	2	2	2016-07-11	13	1060	TRUE
"28799989"	98	2	2	2016-07-11	13	0	TRUE
"28790401"	38	2	2	2016-07-11	13	7	FALSE
"28790406"	48	2	2	2016-07-11	13	0.2	FALSE
"28790407"	8	2	2	2016-07-11	13	6	TRUE
"28790408"	8	2	2	2016-07-11	13	30	TRUE
"28790412"	8	2	2	2016-07-11	13	38	TRUE
"28790481"	98	2	2	2016-07-11	13	0.64	TRUE
"28790482"	98	2	2	2016-07-11	13	185	TRUE
"28790483"	98	2	2	2016-07-11	13	14.6	TRUE
"28790486"	98	2	2	2016-07-11	13	35	TRUE
"28790489"	98	2	2	2016-07-11	13	0	TRUE
"28790801"	38	2	2	2016-07-11	13	5	TRUE
"28790806"	48	2	2	2016-07-11	13	0.3	TRUE
"28790807"	8	2	2	2016-07-11	13	24	TRUE
"28790808"	8	2	2	2016-07-11	13	60	TRUE
"28790809"	47	2	2	2016-07-11	13	12	TRUE
"28790810"	47	2	2	2016-07-11	13	22	TRUE
"28790812"	8	2	2	2016-07-11	13	97	TRUE
"28790814"	6	2	2	2016-07-11	13	74	TRUE
"28790820"	59	2	2	2016-07-11	13	2.3	TRUE
"28790830"	59	2	2	2016-07-11	13	0.6	TRUE
"28790835"	59	2	2	2016-07-11	13	0.3	TRUE
"28790842"	2	2	2	2016-07-11	13	1.42	TRUE
"28790843"	2	2	2	2016-07-11	13	1.3	TRUE
"28790844"	2	2	2	2016-07-11	13	0.13	TRUE
"28791107"	8	2	2	2016-07-11	13	11	TRUE
"28791108"	8	2	2	2016-07-11	13	35	TRUE
"28791112"	8	2	2	2016-07-11	13	52	TRUE
"28791120"	59	2	2	2016-07-11	13	4.5	TRUE
"28791130"	59	2	2	2016-07-11	13	1.2	TRUE
"28791135"	59	2	2	2016-07-11	13	0.4	TRUE
"28791189"	98	2	2	2016-07-11	13	0	TRUE
"28791606"	48	2	2	2016-07-11	13	0.2	TRUE
"28791607"	8	2	2	2016-07-11	13	6	TRUE
"28791608"	8	2	2	2016-07-11	13	27	TRUE
"28791612"	8	2	2	2016-07-11	13	36	TRUE
"28791614"	6	2	2	2016-07-11	13	82	TRUE
"28791689"	98	2	2	2016-07-11	13	0	TRUE
"28791701"	38	2	2	2016-07-11	13	8	TRUE
"28791707"	8	2	2	2016-07-11	13	3	TRUE
"28791708"	8	2	2	2016-07-11	13	17	TRUE
"28791712"	8	2	2	2016-07-11	13	22	TRUE
"28791714"	6	2	2	2016-07-11	13	92	TRUE
"28791801"	38	2	2	2016-07-11	13	3	TRUE
"28791806"	48	2	2	2016-07-11	13	0.2	TRUE
"28791807"	8	2	2	2016-07-11	13	3	TRUE
"28791808"	8	2	2	2016-07-11	13	15	TRUE
"28791810"	47	2	2	2016-07-11	13	18	TRUE
"28791812"	8	2	2	2016-07-11	13	19	TRUE
"28791814"	6	2	2	2016-07-11	13	95	TRUE
"28791820"	59	2	2	2016-07-11	13	0.8	TRUE
"28791830"	59	2	2	2016-07-11	13	0.1	TRUE
"28791835"	59	2	2	2016-07-11	13	0.1	TRUE
"28791883"	98	2	2	2016-07-11	13	33.8	TRUE
"28791889"	98	2	2	2016-07-11	13	0	TRUE
"28792401"	38	2	2	2016-07-11	13	2	TRUE
"28792406"	48	2	2	2016-07-11	13	0.1	TRUE
"28792407"	8	2	2	2016-07-11	13	1	TRUE
"28792408"	8	2	2	2016-07-11	13	4	TRUE
"28792409"	47	2	2	2016-07-11	13	5	TRUE
"28792410"	47	2	2	2016-07-11	13	9	TRUE
"28792412"	8	2	2	2016-07-11	13	5	TRUE
"28792414"	6	2	2	2016-07-11	13	94	TRUE
"28792420"	59	2	2	2016-07-11	13	0.2	TRUE
"28792430"	59	2	2	2016-07-11	13	0.1	TRUE
"28792435"	59	2	2	2016-07-11	13	0.1	TRUE
"28792442"	2	2	2	2016-07-11	13	1.16	TRUE
"28792443"	2	2	2	2016-07-11	13	1.11	TRUE
"28792444"	2	2	2	2016-07-11	13	0.05	TRUE
"28792480"	98	2	2	2016-07-11	13	210	TRUE
"28792481"	98	2	2	2016-07-11	13	5.24	TRUE
"28792482"	98	2	2	2016-07-11	13	179	TRUE
"28792483"	98	2	2	2016-07-11	13	34.7	TRUE
"28792486"	98	2	2	2016-07-11	13	29	TRUE
"28792487"	98	2	2	2016-07-11	13	940	TRUE
"28792488"	98	2	2	2016-07-11	13	1021	TRUE
"28792489"	98	2	2	2016-07-11	13	0	TRUE
"28792707"	8	2	2	2016-07-11	13	3	TRUE
"28792708"	8	2	2	2016-07-11	13	16	TRUE
"28792712"	8	2	2	2016-07-11	13	21	TRUE
"28792714"	6	2	2	2016-07-11	13	101	TRUE
"28793501"	38	2	2	2016-07-11	13	10	FALSE
"28793506"	48	2	2	2016-07-11	13	0.2	TRUE
"28793507"	8	2	2	2016-07-11	13	5	TRUE
"28793508"	8	2	2	2016-07-11	13	30	TRUE
"28793512"	8	2	2	2016-07-11	13	37	TRUE
"28793514"	6	2	2	2016-07-11	13	92	TRUE
"28793601"	38	2	2	2016-07-11	13	6	TRUE
"28793606"	48	2	2	2016-07-11	13	0.2	TRUE
"28793607"	8	2	2	2016-07-11	13	7	TRUE
"28793608"	8	2	2	2016-07-11	13	29	TRUE
"28793610"	47	2	2	2016-07-11	13	13	TRUE
"28793612"	8	2	2	2016-07-11	13	40	TRUE
"28793689"	98	2	2	2016-07-11	13	0	TRUE
"28793801"	38	2	2	2016-07-11	13	2	TRUE
"28793807"	8	2	2	2016-07-11	13	11	TRUE
"28793808"	8	2	2	2016-07-11	13	29	TRUE
"28793809"	47	2	2	2016-07-11	13	7	TRUE
"28793810"	47	2	2	2016-07-11	13	15	TRUE
"28793812"	8	2	2	2016-07-11	13	46	TRUE
"28793820"	59	2	2	2016-07-11	13	1.2	TRUE
"28793830"	59	2	2	2016-07-11	13	0.1	TRUE
"28793835"	59	2	2	2016-07-11	13	0.1	TRUE
"28793883"	98	2	2	2016-07-11	13	32.5	TRUE
"28793889"	98	2	2	2016-07-11	13	0	TRUE
"28793906"	48	2	2	2016-07-11	13	0.2	TRUE
"28793907"	8	2	2	2016-07-11	13	7	TRUE
"28793908"	8	2	2	2016-07-11	13	23	TRUE
"28793912"	8	2	2	2016-07-11	13	34	TRUE
"28793914"	6	2	2	2016-07-11	13	89	TRUE
"28793989"	98	2	2	2016-07-11	13	0	TRUE
"28794001"	38	2	2	2016-07-11	13	3	TRUE
"28794007"	8	2	2	2016-07-11	13	4	TRUE
"28794008"	8	2	2	2016-07-11	13	18	TRUE
"28794010"	47	2	2	2016-07-11	13	10	TRUE
"28794012"	8	2	2	2016-07-11	13	25	TRUE
"28794089"	98	2	2	2016-07-11	13	0	TRUE
"28794707"	8	2	2	2016-07-11	13	4	TRUE
"28794708"	8	2	2	2016-07-11	13	7	TRUE
"28794709"	47	2	2	2016-07-11	13	9	TRUE
"28794710"	47	2	2	2016-07-11	13	19	TRUE
"28794712"	8	2	2	2016-07-11	13	13	TRUE
"28794807"	8	2	2	2016-07-11	13	9	TRUE
"28794808"	8	2	2	2016-07-11	13	54	TRUE
"28794809"	47	2	2	2016-07-11	13	14	TRUE
"28794810"	47	2	2	2016-07-11	13	22	TRUE
"28794812"	8	2	2	2016-07-11	13	68	TRUE
"28794907"	8	2	2	2016-07-11	13	1	TRUE
"28794908"	8	2	2	2016-07-11	13	12	TRUE
"28794912"	8	2	2	2016-07-11	13	13	TRUE
"28794914"	6	2	2	2016-07-11	13	94	TRUE
"28795007"	8	2	2	2016-07-11	13	35	TRUE
"28795008"	8	2	2	2016-07-11	13	60	TRUE
"28795009"	47	2	2	2016-07-11	13	7	TRUE
"28795010"	47	2	2	2016-07-11	13	15	TRUE
"28795012"	8	2	2	2016-07-11	13	114	TRUE
"28795083"	98	2	2	2016-07-11	13	34.1	TRUE
"28795407"	8	2	2	2016-07-11	13	5	TRUE
"28795408"	8	2	2	2016-07-11	13	9	TRUE
"28795412"	8	2	2	2016-07-11	13	17	TRUE
"28795414"	6	2	2	2016-07-11	13	109	TRUE
"28795480"	98	2	2	2016-07-11	13	182	TRUE
"28795481"	98	2	2	2016-07-11	13	2.33	TRUE
"28795482"	98	2	2	2016-07-11	13	219	TRUE
"28795483"	98	2	2	2016-07-11	13	38.4	TRUE
"28795489"	98	2	2	2016-07-11	13	0	TRUE
"28795507"	8	2	2	2016-07-11	13	4	TRUE
"28795508"	8	2	2	2016-07-11	13	18	TRUE
"28795510"	47	2	2	2016-07-11	13	5	TRUE
"28795512"	8	2	2	2016-07-11	13	24	TRUE
"28795520"	59	2	2	2016-07-11	13	3	TRUE
"28795530"	59	2	2	2016-07-11	13	0.1	TRUE
"28795535"	59	2	2	2016-07-11	13	0.1	TRUE
"28795542"	2	2	2	2016-07-11	13	1.14	TRUE
"28795543"	2	2	2	2016-07-11	13	1	TRUE
"28795544"	2	2	2	2016-07-11	13	0.15	TRUE
"28795606"	48	2	2	2016-07-11	13	0.2	TRUE
"28795607"	8	2	2	2016-07-11	13	6	TRUE
"28795608"	8	2	2	2016-07-11	13	38	TRUE
"28795612"	8	2	2	2016-07-11	13	47	TRUE
"28795614"	6	2	2	2016-07-11	13	71	TRUE
"28795681"	98	2	2	2016-07-11	13	1.57	TRUE
"28795682"	98	2	2	2016-07-11	13	207	TRUE
"28795683"	98	2	2	2016-07-11	13	34.5	TRUE
"28795686"	98	2	2	2016-07-11	13	21	TRUE
"28795689"	98	2	2	2016-07-11	13	0	TRUE
"28795701"	38	2	2	2016-07-11	13	3	TRUE
"28795706"	48	2	2	2016-07-11	13	0.2	TRUE
"28795707"	8	2	2	2016-07-11	13	2	TRUE
"28795708"	8	2	2	2016-07-11	13	21	TRUE
"28795710"	47	2	2	2016-07-11	13	10	TRUE
"28795712"	8	2	2	2016-07-11	13	23	TRUE
"28795783"	98	2	2	2016-07-11	13	38.5	TRUE
"28795807"	8	2	2	2016-07-11	13	1	TRUE
"28795808"	8	2	2	2016-07-11	13	6	TRUE
"28795812"	8	2	2	2016-07-11	13	7	TRUE
"28795814"	6	2	2	2016-07-11	13	108	TRUE
"28795907"	8	2	2	2016-07-11	13	1	TRUE
"28795908"	8	2	2	2016-07-11	13	9	TRUE
"28795912"	8	2	2	2016-07-11	13	12	TRUE
"28795914"	6	2	2	2016-07-11	13	118	TRUE
"28795980"	98	2	2	2016-07-11	13	165	TRUE
"28795981"	98	2	2	2016-07-11	13	3.16	TRUE
"28795982"	98	2	2	2016-07-11	13	202	TRUE
"28795983"	98	2	2	2016-07-11	13	33.3	TRUE
"28795986"	98	2	2	2016-07-11	13	20	TRUE
"28795987"	98	2	2	2016-07-11	13	931	TRUE
"28795988"	98	2	2	2016-07-11	13	1099	TRUE
"28795989"	98	2	2	2016-07-11	13	0	TRUE
"28796007"	8	2	2	2016-07-11	13	3	TRUE
"28796008"	8	2	2	2016-07-11	13	19	TRUE
"28796010"	47	2	2	2016-07-11	13	6	TRUE
"28796012"	8	2	2	2016-07-11	13	24	TRUE
"28796014"	6	2	2	2016-07-11	13	99	TRUE
"28796087"	98	2	2	2016-07-11	13	922	TRUE
"28796089"	98	2	2	2016-07-11	13	0	TRUE
"28799901"	38	2	2	2016-07-11	14	4	TRUE
"28799906"	48	2	2	2016-07-11	14	0.2	TRUE
"28799907"	8	2	2	2016-07-11	14	7	TRUE
"28799908"	8	2	2	2016-07-11	14	24	TRUE
"28799909"	47	2	2	2016-07-11	14	10	TRUE
"28799910"	47	2	2	2016-07-11	14	16	TRUE
"28799912"	8	2	2	2016-07-11	14	34	TRUE
"28799914"	6	2	2	2016-07-11	14	96	TRUE
"28799920"	59	2	2	2016-07-11	14	1.8	TRUE
"28799930"	59	2	2	2016-07-11	14	0.3	TRUE
"28799935"	59	2	2	2016-07-11	14	0.2	TRUE
"28799942"	2	2	2	2016-07-11	14	1.24	TRUE
"28799943"	2	2	2	2016-07-11	14	1.13	TRUE
"28799944"	2	2	2	2016-07-11	14	0.11	TRUE
"28799980"	98	2	2	2016-07-11	14	199	TRUE
"28799981"	98	2	2	2016-07-11	14	2.95	TRUE
"28799982"	98	2	2	2016-07-11	14	214	TRUE
"28799983"	98	2	2	2016-07-11	14	34.6	TRUE
"28799986"	98	2	2	2016-07-11	14	27	TRUE
"28799987"	98	2	2	2016-07-11	14	930	TRUE
"28799988"	98	2	2	2016-07-11	14	1102	TRUE
"28799989"	98	2	2	2016-07-11	14	0	TRUE
"28790401"	38	2	2	2016-07-11	14	7	TRUE
"28790406"	48	2	2	2016-07-11	14	0.2	TRUE
"28790407"	8	2	2	2016-07-11	14	9	TRUE
"28790408"	8	2	2	2016-07-11	14	32	TRUE
"28790412"	8	2	2	2016-07-11	14	46	TRUE
"28790481"	98	2	2	2016-07-11	14	0.88	TRUE
"28790482"	98	2	2	2016-07-11	14	192	TRUE
"28790483"	98	2	2	2016-07-11	14	27.5	TRUE
"28790486"	98	2	2	2016-07-11	14	41	TRUE
"28790489"	98	2	2	2016-07-11	14	0	TRUE
"28790801"	38	2	2	2016-07-11	14	5	TRUE
"28790806"	48	2	2	2016-07-11	14	0.4	TRUE
"28790807"	8	2	2	2016-07-11	14	25	TRUE
"28790808"	8	2	2	2016-07-11	14	61	TRUE
"28790809"	47	2	2	2016-07-11	14	15	TRUE
"28790810"	47	2	2	2016-07-11	14	25	TRUE
"28790812"	8	2	2	2016-07-11	14	99	TRUE
"28790814"	6	2	2	2016-07-11	14	76	TRUE
"28790820"	59	2	2	2016-07-11	14	2.2	TRUE
"28790830"	59	2	2	2016-07-11	14	0.6	TRUE
"28790835"	59	2	2	2016-07-11	14	0.3	TRUE
"28790842"	2	2	2	2016-07-11	14	1.42	TRUE
"28790843"	2	2	2	2016-07-11	14	1.3	TRUE
"28790844"	2	2	2	2016-07-11	14	0.12	TRUE
"28791107"	8	2	2	2016-07-11	14	13	TRUE
"28791108"	8	2	2	2016-07-11	14	36	TRUE
"28791112"	8	2	2	2016-07-11	14	56	TRUE
"28791120"	59	2	2	2016-07-11	14	4.1	TRUE
"28791130"	59	2	2	2016-07-11	14	0.8	TRUE
"28791135"	59	2	2	2016-07-11	14	0.4	TRUE
"28791189"	98	2	2	2016-07-11	14	0	TRUE
"28791606"	48	2	2	2016-07-11	14	0.2	TRUE
"28791607"	8	2	2	2016-07-11	14	5	TRUE
"28791608"	8	2	2	2016-07-11	14	25	TRUE
"28791612"	8	2	2	2016-07-11	14	32	TRUE
"28791614"	6	2	2	2016-07-11	14	87	TRUE
"28791689"	98	2	2	2016-07-11	14	0	TRUE
"28791701"	38	2	2	2016-07-11	14	8	TRUE
"28791707"	8	2	2	2016-07-11	14	6	TRUE
"28791708"	8	2	2	2016-07-11	14	21	TRUE
"28791712"	8	2	2	2016-07-11	14	30	TRUE
"28791714"	6	2	2	2016-07-11	14	93	TRUE
"28791801"	38	2	2	2016-07-11	14	3	TRUE
"28791806"	48	2	2	2016-07-11	14	0.2	TRUE
"28791807"	8	2	2	2016-07-11	14	2	TRUE
"28791808"	8	2	2	2016-07-11	14	13	TRUE
"28791810"	47	2	2	2016-07-11	14	22	TRUE
"28791812"	8	2	2	2016-07-11	14	16	TRUE
"28791814"	6	2	2	2016-07-11	14	97	TRUE
"28791820"	59	2	2	2016-07-11	14	0.6	TRUE
"28791830"	59	2	2	2016-07-11	14	0.1	TRUE
"28791835"	59	2	2	2016-07-11	14	0.1	TRUE
"28791883"	98	2	2	2016-07-11	14	33.4	TRUE
"28791889"	98	2	2	2016-07-11	14	0	TRUE
"28792401"	38	2	2	2016-07-11	14	2	TRUE
"28792406"	48	2	2	2016-07-11	14	0.1	TRUE
"28792407"	8	2	2	2016-07-11	14	1	TRUE
"28792408"	8	2	2	2016-07-11	14	2	TRUE
"28792409"	47	2	2	2016-07-11	14	8	TRUE
"28792410"	47	2	2	2016-07-11	14	8	TRUE
"28792412"	8	2	2	2016-07-11	14	3	TRUE
"28792414"	6	2	2	2016-07-11	14	90	TRUE
"28792420"	59	2	2	2016-07-11	14	0.2	TRUE
"28792430"	59	2	2	2016-07-11	14	0.1	TRUE
"28792435"	59	2	2	2016-07-11	14	0.1	TRUE
"28792442"	2	2	2	2016-07-11	14	1.16	TRUE
"28792443"	2	2	2	2016-07-11	14	1.1	TRUE
"28792444"	2	2	2	2016-07-11	14	0.06	TRUE
"28792480"	98	2	2	2016-07-11	14	226	TRUE
"28792481"	98	2	2	2016-07-11	14	5.4	TRUE
"28792482"	98	2	2	2016-07-11	14	207	TRUE
"28792483"	98	2	2	2016-07-11	14	35.7	TRUE
"28792486"	98	2	2	2016-07-11	14	28	TRUE
"28792487"	98	2	2	2016-07-11	14	939	TRUE
"28792488"	98	2	2	2016-07-11	14	1037	TRUE
"28792489"	98	2	2	2016-07-11	14	0	TRUE
"28792707"	8	2	2	2016-07-11	14	2	TRUE
"28792708"	8	2	2	2016-07-11	14	14	TRUE
"28792712"	8	2	2	2016-07-11	14	17	TRUE
"28792714"	6	2	2	2016-07-11	14	106	TRUE
"28793501"	38	2	2	2016-07-11	14	1	TRUE
"28793506"	48	2	2	2016-07-11	14	0.1	TRUE
"28793507"	8	2	2	2016-07-11	14	6	TRUE
"28793508"	8	2	2	2016-07-11	14	29	TRUE
"28793512"	8	2	2	2016-07-11	14	39	TRUE
"28793514"	6	2	2	2016-07-11	14	96	TRUE
"28793601"	38	2	2	2016-07-11	14	6	TRUE
"28793606"	48	2	2	2016-07-11	14	0.1	TRUE
"28793607"	8	2	2	2016-07-11	14	5	TRUE
"28793608"	8	2	2	2016-07-11	14	25	TRUE
"28793610"	47	2	2	2016-07-11	14	15	TRUE
"28793612"	8	2	2	2016-07-11	14	34	TRUE
"28793689"	98	2	2	2016-07-11	14	0	TRUE
"28793801"	38	2	2	2016-07-11	14	2	TRUE
"28793807"	8	2	2	2016-07-11	14	12	TRUE
"28793808"	8	2	2	2016-07-11	14	28	TRUE
"28793809"	47	2	2	2016-07-11	14	6	TRUE
"28793810"	47	2	2	2016-07-11	14	15	TRUE
"28793812"	8	2	2	2016-07-11	14	47	TRUE
"28793820"	59	2	2	2016-07-11	14	1.8	TRUE
"28793830"	59	2	2	2016-07-11	14	0.1	TRUE
"28793835"	59	2	2	2016-07-11	14	0.1	TRUE
"28793883"	98	2	2	2016-07-11	14	32.8	TRUE
"28793889"	98	2	2	2016-07-11	14	0	TRUE
"28793906"	48	2	2	2016-07-11	14	0.2	TRUE
"28793907"	8	2	2	2016-07-11	14	10	TRUE
"28793908"	8	2	2	2016-07-11	14	26	TRUE
"28793912"	8	2	2	2016-07-11	14	41	TRUE
"28793914"	6	2	2	2016-07-11	14	84	TRUE
"28793989"	98	2	2	2016-07-11	14	0	TRUE
"28794001"	38	2	2	2016-07-11	14	3	TRUE
"28794007"	8	2	2	2016-07-11	14	4	TRUE
"28794008"	8	2	2	2016-07-11	14	17	TRUE
"28794010"	47	2	2	2016-07-11	14	15	TRUE
"28794012"	8	2	2	2016-07-11	14	23	TRUE
"28794089"	98	2	2	2016-07-11	14	0	TRUE
"28794707"	8	2	2	2016-07-11	14	4	TRUE
"28794708"	8	2	2	2016-07-11	14	8	TRUE
"28794709"	47	2	2	2016-07-11	14	10	TRUE
"28794710"	47	2	2	2016-07-11	14	18	TRUE
"28794712"	8	2	2	2016-07-11	14	14	TRUE
"28794807"	8	2	2	2016-07-11	14	5	TRUE
"28794808"	8	2	2	2016-07-11	14	43	TRUE
"28794809"	47	2	2	2016-07-11	14	13	TRUE
"28794810"	47	2	2	2016-07-11	14	21	TRUE
"28794812"	8	2	2	2016-07-11	14	52	TRUE
"28794907"	8	2	2	2016-07-11	14	1	TRUE
"28794908"	8	2	2	2016-07-11	14	13	TRUE
"28794912"	8	2	2	2016-07-11	14	15	TRUE
"28794914"	6	2	2	2016-07-11	14	97	TRUE
"28795007"	8	2	2	2016-07-11	14	38	TRUE
"28795008"	8	2	2	2016-07-11	14	55	TRUE
"28795009"	47	2	2	2016-07-11	14	9	TRUE
"28795010"	47	2	2	2016-07-11	14	17	TRUE
"28795012"	8	2	2	2016-07-11	14	113	TRUE
"28795083"	98	2	2	2016-07-11	14	34.3	TRUE
"28795407"	8	2	2	2016-07-11	14	4	TRUE
"28795408"	8	2	2	2016-07-11	14	7	TRUE
"28795412"	8	2	2	2016-07-11	14	14	TRUE
"28795414"	6	2	2	2016-07-11	14	113	TRUE
"28795480"	98	2	2	2016-07-11	14	192	TRUE
"28795481"	98	2	2	2016-07-11	14	2.88	TRUE
"28795482"	98	2	2	2016-07-11	14	233	TRUE
"28795483"	98	2	2	2016-07-11	14	39	TRUE
"28795489"	98	2	2	2016-07-11	14	0	TRUE
"28795507"	8	2	2	2016-07-11	14	4	TRUE
