"station"	"variable"	"technique"	"periodicity"	"date"	"hour"	"value"	"valid"
"28791189"	98	2	2	2016-07-11	6	0	TRUE
"28791606"	48	2	2	2016-07-11	6	0.2	TRUE
"28791607"	8	2	2	2016-07-11	6	3	TRUE
"28791608"	8	2	2	2016-07-11	6	39	TRUE
"28791612"	8	2	2	2016-07-11	6	44	TRUE
"28791614"	6	2	2	2016-07-11	6	25	TRUE
"28791689"	98	2	2	2016-07-11	6	0	TRUE
"28791701"	38	2	2	2016-07-11	6	9	TRUE
"28791707"	8	2	2	2016-07-11	6	32	TRUE
"28791708"	8	2	2	2016-07-11	6	71	TRUE
"28791712"	8	2	2	2016-07-11	6	121	TRUE
"28791714"	6	2	2	2016-07-11	6	2	TRUE
"28791801"	38	2	2	2016-07-11	6	3	TRUE
"28791806"	48	2	2	2016-07-11	6	0.3	TRUE
"28791807"	8	2	2	2016-07-11	6	2	TRUE
"28791808"	8	2	2	2016-07-11	6	34	TRUE
"28791810"	47	2	2	2016-07-11	6	12	TRUE
"28791812"	8	2	2	2016-07-11	6	37	TRUE
"28791814"	6	2	2	2016-07-11	6	29	TRUE
"28791820"	59	2	2	2016-07-11	6	2.4	TRUE
"28791830"	59	2	2	2016-07-11	6	0.3	TRUE
"28791835"	59	2	2	2016-07-11	6	0.2	TRUE
"28791883"	98	2	2	2016-07-11	6	24.1	TRUE
"28791889"	98	2	2	2016-07-11	6	0	TRUE
"28792401"	38	2	2	2016-07-11	6	2	TRUE
"28792406"	48	2	2	2016-07-11	6	0.2	TRUE
"28792407"	8	2	2	2016-07-11	6	1	TRUE
"28792408"	8	2	2	2016-07-11	6	23	TRUE
"28792409"	47	2	2	2016-07-11	6	9	TRUE
"28792410"	47	2	2	2016-07-11	6	14	TRUE
"28792412"	8	2	2	2016-07-11	6	24	TRUE
"28792414"	6	2	2	2016-07-11	6	32	TRUE
"28792420"	59	2	2	2016-07-11	6	1	TRUE
"28792430"	59	2	2	2016-07-11	6	0.1	TRUE
"28792435"	59	2	2	2016-07-11	6	0.1	TRUE
"28792442"	2	2	2	2016-07-11	6	1.24	TRUE
"28792443"	2	2	2	2016-07-11	6	1.2	TRUE
"28792444"	2	2	2	2016-07-11	6	0.04	TRUE
"28792480"	98	2	2	2016-07-11	6	1	TRUE
"28792481"	98	2	2	2016-07-11	6	1.46	TRUE
"28792482"	98	2	2	2016-07-11	6	352	TRUE
"28792483"	98	2	2	2016-07-11	6	22.5	TRUE
"28792486"	98	2	2	2016-07-11	6	54	TRUE
"28792487"	98	2	2	2016-07-11	6	940	TRUE
"28792488"	98	2	2	2016-07-11	6	1	TRUE
"28792489"	98	2	2	2016-07-11	6	0	TRUE
"28792707"	8	2	2	2016-07-11	6	33	TRUE
"28792708"	8	2	2	2016-07-11	6	63	TRUE
"28792712"	8	2	2	2016-07-11	6	113	TRUE
"28792714"	6	2	2	2016-07-11	6	5	TRUE
"28793501"	38	2	2	2016-07-11	6	3	TRUE
"28793506"	48	2	2	2016-07-11	6	0.2	TRUE
"28793507"	8	2	2	2016-07-11	6	12	TRUE
"28793508"	8	2	2	2016-07-11	6	54	TRUE
"28793512"	8	2	2	2016-07-11	6	72	TRUE
"28793514"	6	2	2	2016-07-11	6	28	TRUE
"28793601"	38	2	2	2016-07-11	6	6	TRUE
"28793606"	48	2	2	2016-07-11	6	0.2	TRUE
"28793607"	8	2	2	2016-07-11	6	8	TRUE
"28793608"	8	2	2	2016-07-11	6	43	TRUE
"28793610"	47	2	2	2016-07-11	6	27	TRUE
"28793612"	8	2	2	2016-07-11	6	55	TRUE
"28793689"	98	2	2	2016-07-11	6	0	TRUE
"28793801"	38	2	2	2016-07-11	6	2	TRUE
"28793807"	8	2	2	2016-07-11	6	13	TRUE
"28793808"	8	2	2	2016-07-11	6	45	TRUE
"28793809"	47	2	2	2016-07-11	6	9	TRUE
"28793810"	47	2	2	2016-07-11	6	14	TRUE
"28793812"	8	2	2	2016-07-11	6	65	TRUE
"28793820"	59	2	2	2016-07-11	6	1.7	TRUE
"28793830"	59	2	2	2016-07-11	6	0.1	TRUE
"28793835"	59	2	2	2016-07-11	6	0.1	TRUE
"28793883"	98	2	2	2016-07-11	6	25.8	TRUE
"28793889"	98	2	2	2016-07-11	6	0	TRUE
"28793906"	48	2	2	2016-07-11	6	0.3	TRUE
"28793907"	8	2	2	2016-07-11	6	16	TRUE
"28793908"	8	2	2	2016-07-11	6	62	TRUE
"28793912"	8	2	2	2016-07-11	6	87	TRUE
"28793914"	6	2	2	2016-07-11	6	10	TRUE
"28793989"	98	2	2	2016-07-11	6	0	TRUE
"28794001"	38	2	2	2016-07-11	6	4	TRUE
"28794007"	8	2	2	2016-07-11	6	7	TRUE
"28794008"	8	2	2	2016-07-11	6	55	TRUE
"28794010"	47	2	2	2016-07-11	6	26	TRUE
"28794012"	8	2	2	2016-07-11	6	66	TRUE
"28794089"	98	2	2	2016-07-11	6	0	TRUE
"28794707"	8	2	2	2016-07-11	6	8	TRUE
"28794708"	8	2	2	2016-07-11	6	57	TRUE
"28794709"	47	2	2	2016-07-11	6	6	TRUE
"28794710"	47	2	2	2016-07-11	6	11	TRUE
"28794712"	8	2	2	2016-07-11	6	69	TRUE
"28794807"	8	2	2	2016-07-11	6	4	TRUE
"28794808"	8	2	2	2016-07-11	6	36	TRUE
"28794809"	47	2	2	2016-07-11	6	10	TRUE
"28794810"	47	2	2	2016-07-11	6	16	TRUE
"28794812"	8	2	2	2016-07-11	6	42	TRUE
"28794907"	8	2	2	2016-07-11	6	1	TRUE
"28794908"	8	2	2	2016-07-11	6	23	TRUE
"28794912"	8	2	2	2016-07-11	6	25	TRUE
"28794914"	6	2	2	2016-07-11	6	31	TRUE
"28795007"	8	2	2	2016-07-11	6	38	TRUE
"28795008"	8	2	2	2016-07-11	6	59	TRUE
"28795009"	47	2	2	2016-07-11	6	8	TRUE
"28795010"	47	2	2	2016-07-11	6	14	TRUE
"28795012"	8	2	2	2016-07-11	6	117	TRUE
"28795083"	98	2	2	2016-07-11	6	29.2	TRUE
"28795407"	8	2	2	2016-07-11	6	13	TRUE
"28795408"	8	2	2	2016-07-11	6	54	TRUE
"28795412"	8	2	2	2016-07-11	6	73	TRUE
"28795414"	6	2	2	2016-07-11	6	21	TRUE
"28795480"	98	2	2	2016-07-11	6	1	TRUE
"28795481"	98	2	2	2016-07-11	6	0.41	TRUE
"28795482"	98	2	2	2016-07-11	6	53	TRUE
"28795483"	98	2	2	2016-07-11	6	28.6	TRUE
"28795489"	98	2	2	2016-07-11	6	0	TRUE
"28795507"	8	2	2	2016-07-11	6	20	TRUE
"28795508"	8	2	2	2016-07-11	6	61	TRUE
"28795510"	47	2	2	2016-07-11	6	27	TRUE
"28795512"	8	2	2	2016-07-11	6	92	TRUE
"28795520"	59	2	2	2016-07-11	6	1.3	TRUE
"28795530"	59	2	2	2016-07-11	6	0.2	TRUE
"28795535"	59	2	2	2016-07-11	6	0.1	TRUE
"28795542"	2	2	2	2016-07-11	6	1.32	TRUE
"28795543"	2	2	2	2016-07-11	6	1.13	TRUE
"28795544"	2	2	2	2016-07-11	6	0.19	TRUE
"28795606"	48	2	2	2016-07-11	6	0.3	TRUE
"28795607"	8	2	2	2016-07-11	6	6	TRUE
"28795608"	8	2	2	2016-07-11	6	48	TRUE
"28795612"	8	2	2	2016-07-11	6	57	TRUE
"28795614"	6	2	2	2016-07-11	6	27	TRUE
"28795681"	98	2	2	2016-07-11	6	0.12	TRUE
"28795682"	98	2	2	2016-07-11	6	263	TRUE
"28795683"	98	2	2	2016-07-11	6	25.5	TRUE
"28795686"	98	2	2	2016-07-11	6	42	TRUE
"28795689"	98	2	2	2016-07-11	6	0	TRUE
"28795701"	38	2	2	2016-07-11	6	6	TRUE
"28795706"	48	2	2	2016-07-11	6	0.2	TRUE
"28795707"	8	2	2	2016-07-11	6	2	TRUE
"28795708"	8	2	2	2016-07-11	6	32	TRUE
"28795710"	47	2	2	2016-07-11	6	12	TRUE
"28795712"	8	2	2	2016-07-11	6	36	TRUE
"28795783"	98	2	2	2016-07-11	6	26.9	TRUE
"28795807"	8	2	2	2016-07-11	6	3	TRUE
"28795808"	8	2	2	2016-07-11	6	30	TRUE
"28795812"	8	2	2	2016-07-11	6	35	TRUE
"28795814"	6	2	2	2016-07-11	6	27	TRUE
"28795907"	8	2	2	2016-07-11	6	2	TRUE
"28795908"	8	2	2	2016-07-11	6	31	TRUE
"28795912"	8	2	2	2016-07-11	6	34	TRUE
"28795914"	6	2	2	2016-07-11	6	26	TRUE
"28795980"	98	2	2	2016-07-11	6	1	TRUE
"28795981"	98	2	2	2016-07-11	6	0.24	TRUE
"28795982"	98	2	2	2016-07-11	6	250	TRUE
"28795983"	98	2	2	2016-07-11	6	24.4	TRUE
"28795986"	98	2	2	2016-07-11	6	45	TRUE
"28795987"	98	2	2	2016-07-11	6	930	TRUE
"28795988"	98	2	2	2016-07-11	6	24	TRUE
"28795989"	98	2	2	2016-07-11	6	0	TRUE
"28796007"	8	2	2	2016-07-11	6	1	TRUE
"28796008"	8	2	2	2016-07-11	6	31	TRUE
"28796010"	47	2	2	2016-07-11	6	8	TRUE
"28796012"	8	2	2	2016-07-11	6	33	TRUE
"28796014"	6	2	2	2016-07-11	6	36	TRUE
"28796087"	98	2	2	2016-07-11	6	922	TRUE
"28796089"	98	2	2	2016-07-11	6	0	TRUE
"28799901"	38	2	2	2016-07-11	7	6	TRUE
"28799906"	48	2	2	2016-07-11	7	0.4	TRUE
"28799907"	8	2	2	2016-07-11	7	42	TRUE
"28799908"	8	2	2	2016-07-11	7	70	TRUE
"28799909"	47	2	2	2016-07-11	7	11	TRUE
"28799910"	47	2	2	2016-07-11	7	24	TRUE
"28799912"	8	2	2	2016-07-11	7	134	TRUE
"28799914"	6	2	2	2016-07-11	7	12	TRUE
"28799920"	59	2	2	2016-07-11	7	4.7	TRUE
"28799930"	59	2	2	2016-07-11	7	0.7	TRUE
"28799935"	59	2	2	2016-07-11	7	0.3	TRUE
"28799942"	2	2	2	2016-07-11	7	1.42	TRUE
"28799943"	2	2	2	2016-07-11	7	1.26	TRUE
"28799944"	2	2	2	2016-07-11	7	0.16	TRUE
"28799980"	98	2	2	2016-07-11	7	1	TRUE
"28799981"	98	2	2	2016-07-11	7	0.38	TRUE
"28799982"	98	2	2	2016-07-11	7	204	TRUE
"28799983"	98	2	2	2016-07-11	7	25	TRUE
"28799986"	98	2	2	2016-07-11	7	54	TRUE
"28799987"	98	2	2	2016-07-11	7	931	TRUE
"28799988"	98	2	2	2016-07-11	7	57	TRUE
"28799989"	98	2	2	2016-07-11	7	0	TRUE
"28790401"	38	2	2	2016-07-11	7	8	TRUE
"28790406"	48	2	2	2016-07-11	7	1.2	TRUE
"28790407"	8	2	2	2016-07-11	7	55	TRUE
"28790408"	8	2	2	2016-07-11	7	68	TRUE
"28790412"	8	2	2	2016-07-11	7	153	TRUE
"28790481"	98	2	2	2016-07-11	7	0.13	TRUE
"28790482"	98	2	2	2016-07-11	7	33	TRUE
"28790483"	98	2	2	2016-07-11	7	20.1	TRUE
"28790486"	98	2	2	2016-07-11	7	66	TRUE
"28790489"	98	2	2	2016-07-11	7	0	TRUE
"28790801"	38	2	2	2016-07-11	7	13	TRUE
"28790806"	48	2	2	2016-07-11	7	0.4	TRUE
"28790807"	8	2	2	2016-07-11	7	56	TRUE
"28790808"	8	2	2	2016-07-11	7	90	TRUE
"28790809"	47	2	2	2016-07-11	7	14	TRUE
"28790810"	47	2	2	2016-07-11	7	26	TRUE
"28790812"	8	2	2	2016-07-11	7	175	TRUE
"28790814"	6	2	2	2016-07-11	7	11	TRUE
"28790820"	59	2	2	2016-07-11	7	6	TRUE
"28790830"	59	2	2	2016-07-11	7	0.7	TRUE
"28790835"	59	2	2	2016-07-11	7	0.3	TRUE
"28790842"	2	2	2	2016-07-11	7	1.55	TRUE
"28790843"	2	2	2	2016-07-11	7	1.37	TRUE
"28790844"	2	2	2	2016-07-11	7	0.18	TRUE
"28791107"	8	2	2	2016-07-11	7	43	TRUE
"28791108"	8	2	2	2016-07-11	7	80	TRUE
"28791112"	8	2	2	2016-07-11	7	146	TRUE
"28791120"	59	2	2	2016-07-11	7	12.4	TRUE
"28791130"	59	2	2	2016-07-11	7	2.3	TRUE
"28791135"	59	2	2	2016-07-11	7	0.8	TRUE
"28791189"	98	2	2	2016-07-11	7	0	TRUE
"28791606"	48	2	2	2016-07-11	7	0.3	TRUE
"28791607"	8	2	2	2016-07-11	7	31	TRUE
"28791608"	8	2	2	2016-07-11	7	71	TRUE
"28791612"	8	2	2	2016-07-11	7	118	TRUE
"28791614"	6	2	2	2016-07-11	7	4	TRUE
"28791689"	98	2	2	2016-07-11	7	0	TRUE
"28791701"	38	2	2	2016-07-11	7	10	TRUE
"28791707"	8	2	2	2016-07-11	7	69	TRUE
"28791708"	8	2	2	2016-07-11	7	77	TRUE
"28791712"	8	2	2	2016-07-11	7	183	TRUE
"28791714"	6	2	2	2016-07-11	7	3	TRUE
"28791801"	38	2	2	2016-07-11	7	4	TRUE
"28791806"	48	2	2	2016-07-11	7	0.3	TRUE
"28791807"	8	2	2	2016-07-11	7	7	TRUE
"28791808"	8	2	2	2016-07-11	7	51	TRUE
"28791810"	47	2	2	2016-07-11	7	19	TRUE
"28791812"	8	2	2	2016-07-11	7	61	TRUE
"28791814"	6	2	2	2016-07-11	7	17	TRUE
"28791820"	59	2	2	2016-07-11	7	1.6	TRUE
"28791830"	59	2	2	2016-07-11	7	0.3	TRUE
"28791835"	59	2	2	2016-07-11	7	0.1	TRUE
"28791883"	98	2	2	2016-07-11	7	23.9	TRUE
"28791889"	98	2	2	2016-07-11	7	0	TRUE
"28792401"	38	2	2	2016-07-11	7	2	TRUE
"28792406"	48	2	2	2016-07-11	7	0.2	TRUE
"28792407"	8	2	2	2016-07-11	7	2	TRUE
"28792408"	8	2	2	2016-07-11	7	18	TRUE
"28792409"	47	2	2	2016-07-11	7	10	TRUE
"28792410"	47	2	2	2016-07-11	7	15	TRUE
"28792412"	8	2	2	2016-07-11	7	21	TRUE
"28792414"	6	2	2	2016-07-11	7	38	TRUE
"28792420"	59	2	2	2016-07-11	7	0.5	TRUE
"28792430"	59	2	2	2016-07-11	7	0.1	TRUE
"28792435"	59	2	2	2016-07-11	7	0.1	TRUE
"28792442"	2	2	2	2016-07-11	7	1.22	TRUE
"28792443"	2	2	2	2016-07-11	7	1.17	TRUE
"28792444"	2	2	2	2016-07-11	7	0.05	TRUE
"28792480"	98	2	2	2016-07-11	7	1	TRUE
"28792481"	98	2	2	2016-07-11	7	0.79	TRUE
"28792482"	98	2	2	2016-07-11	7	249	TRUE
"28792483"	98	2	2	2016-07-11	7	22.8	TRUE
"28792486"	98	2	2	2016-07-11	7	56	TRUE
"28792487"	98	2	2	2016-07-11	7	940	TRUE
"28792488"	98	2	2	2016-07-11	7	47	TRUE
"28792489"	98	2	2	2016-07-11	7	0	TRUE
"28792707"	8	2	2	2016-07-11	7	99	TRUE
"28792708"	8	2	2	2016-07-11	7	97	TRUE
"28792712"	8	2	2	2016-07-11	7	248	TRUE
"28792714"	6	2	2	2016-07-11	7	3	TRUE
"28793501"	38	2	2	2016-07-11	7	2	TRUE
"28793506"	48	2	2	2016-07-11	7	0.3	TRUE
"28793507"	8	2	2	2016-07-11	7	17	TRUE
"28793508"	8	2	2	2016-07-11	7	68	TRUE
"28793512"	8	2	2	2016-07-11	7	95	TRUE
"28793514"	6	2	2	2016-07-11	7	14	TRUE
"28793601"	38	2	2	2016-07-11	7	7	TRUE
"28793606"	48	2	2	2016-07-11	7	0.3	TRUE
"28793607"	8	2	2	2016-07-11	7	26	TRUE
"28793608"	8	2	2	2016-07-11	7	67	TRUE
"28793610"	47	2	2	2016-07-11	7	29	TRUE
"28793612"	8	2	2	2016-07-11	7	107	TRUE
"28793689"	98	2	2	2016-07-11	7	0	TRUE
"28793801"	38	2	2	2016-07-11	7	3	TRUE
"28793807"	8	2	2	2016-07-11	7	44	TRUE
"28793808"	8	2	2	2016-07-11	7	76	TRUE
"28793809"	47	2	2	2016-07-11	7	13	TRUE
"28793810"	47	2	2	2016-07-11	7	21	TRUE
"28793812"	8	2	2	2016-07-11	7	144	TRUE
"28793820"	59	2	2	2016-07-11	7	5	TRUE
"28793830"	59	2	2	2016-07-11	7	0.2	TRUE
"28793835"	59	2	2	2016-07-11	7	0.4	TRUE
"28793883"	98	2	2	2016-07-11	7	25.9	TRUE
"28793889"	98	2	2	2016-07-11	7	0	TRUE
"28793906"	48	2	2	2016-07-11	7	0.5	TRUE
"28793907"	8	2	2	2016-07-11	7	88	TRUE
"28793908"	8	2	2	2016-07-11	7	93	TRUE
"28793912"	8	2	2	2016-07-11	7	227	TRUE
"28793914"	6	2	2	2016-07-11	7	7	TRUE
"28793989"	98	2	2	2016-07-11	7	0	TRUE
"28794001"	38	2	2	2016-07-11	7	4	TRUE
"28794007"	8	2	2	2016-07-11	7	21	TRUE
"28794008"	8	2	2	2016-07-11	7	76	TRUE
"28794010"	47	2	2	2016-07-11	7	38	TRUE
"28794012"	8	2	2	2016-07-11	7	108	TRUE
"28794089"	98	2	2	2016-07-11	7	0	TRUE
"28794707"	8	2	2	2016-07-11	7	59	TRUE
"28794708"	8	2	2	2016-07-11	7	80	TRUE
"28794709"	47	2	2	2016-07-11	7	10	TRUE
"28794710"	47	2	2	2016-07-11	7	19	TRUE
"28794712"	8	2	2	2016-07-11	7	170	TRUE
"28794807"	8	2	2	2016-07-11	7	12	TRUE
"28794808"	8	2	2	2016-07-11	7	56	TRUE
"28794809"	47	2	2	2016-07-11	7	9	TRUE
"28794810"	47	2	2	2016-07-11	7	17	TRUE
"28794812"	8	2	2	2016-07-11	7	74	TRUE
"28794907"	8	2	2	2016-07-11	7	7	TRUE
"28794908"	8	2	2	2016-07-11	7	48	TRUE
"28794912"	8	2	2	2016-07-11	7	59	TRUE
"28794914"	6	2	2	2016-07-11	7	12	TRUE
"28795007"	8	2	2	2016-07-11	7	37	TRUE
"28795008"	8	2	2	2016-07-11	7	76	TRUE
"28795009"	47	2	2	2016-07-11	7	8	TRUE
"28795010"	47	2	2	2016-07-11	7	14	TRUE
"28795012"	8	2	2	2016-07-11	7	133	TRUE
"28795083"	98	2	2	2016-07-11	7	28.6	TRUE
"28795407"	8	2	2	2016-07-11	7	77	TRUE
"28795408"	8	2	2	2016-07-11	7	92	TRUE
"28795412"	8	2	2	2016-07-11	7	209	TRUE
"28795414"	6	2	2	2016-07-11	7	8	TRUE
"28795480"	98	2	2	2016-07-11	7	1	TRUE
"28795481"	98	2	2	2016-07-11	7	0.57	TRUE
"28795482"	98	2	2	2016-07-11	7	59	TRUE
"28795483"	98	2	2	2016-07-11	7	28.1	TRUE
"28795489"	98	2	2	2016-07-11	7	0	TRUE
"28795507"	8	2	2	2016-07-11	7	100	TRUE
"28795508"	8	2	2	2016-07-11	7	87	TRUE
"28795510"	47	2	2	2016-07-11	7	46	TRUE
"28795512"	8	2	2	2016-07-11	7	241	TRUE
"28795520"	59	2	2	2016-07-11	7	2.5	TRUE
"28795530"	59	2	2	2016-07-11	7	0.5	TRUE
"28795535"	59	2	2	2016-07-11	7	0.1	TRUE
"28795542"	2	2	2	2016-07-11	7	1.5	TRUE
"28795543"	2	2	2	2016-07-11	7	1.25	TRUE
"28795544"	2	2	2	2016-07-11	7	0.25	TRUE
"28795606"	48	2	2	2016-07-11	7	0.4	TRUE
"28795607"	8	2	2	2016-07-11	7	44	TRUE
"28795608"	8	2	2	2016-07-11	7	72	TRUE
"28795612"	8	2	2	2016-07-11	7	139	TRUE
"28795614"	6	2	2	2016-07-11	7	17	TRUE
"28795681"	98	2	2	2016-07-11	7	0.18	TRUE
"28795682"	98	2	2	2016-07-11	7	39	TRUE
"28795683"	98	2	2	2016-07-11	7	25.2	TRUE
"28795686"	98	2	2	2016-07-11	7	45	TRUE
"28795689"	98	2	2	2016-07-11	7	0	TRUE
"28795701"	38	2	2	2016-07-11	7	7	TRUE
"28795706"	48	2	2	2016-07-11	7	0.3	TRUE
"28795707"	8	2	2	2016-07-11	7	19	TRUE
"28795708"	8	2	2	2016-07-11	7	62	TRUE
"28795710"	47	2	2	2016-07-11	7	32	TRUE
"28795712"	8	2	2	2016-07-11	7	91	TRUE
"28795783"	98	2	2	2016-07-11	7	26.6	TRUE
"28795807"	8	2	2	2016-07-11	7	21	TRUE
"28795808"	8	2	2	2016-07-11	7	50	TRUE
"28795812"	8	2	2	2016-07-11	7	83	TRUE
"28795814"	6	2	2	2016-07-11	7	12	TRUE
"28795907"	8	2	2	2016-07-11	7	53	TRUE
"28795908"	8	2	2	2016-07-11	7	58	TRUE
"28795912"	8	2	2	2016-07-11	7	139	TRUE
"28795914"	6	2	2	2016-07-11	7	11	TRUE
"28795980"	98	2	2	2016-07-11	7	2	TRUE
"28795981"	98	2	2	2016-07-11	7	0.24	TRUE
"28795982"	98	2	2	2016-07-11	7	250	TRUE
"28795983"	98	2	2	2016-07-11	7	24.2	TRUE
"28795986"	98	2	2	2016-07-11	7	48	TRUE
"28795987"	98	2	2	2016-07-11	7	931	TRUE
"28795988"	98	2	2	2016-07-11	7	68	TRUE
"28795989"	98	2	2	2016-07-11	7	0	TRUE
"28796007"	8	2	2	2016-07-11	7	25	TRUE
"28796008"	8	2	2	2016-07-11	7	64	TRUE
"28796010"	47	2	2	2016-07-11	7	16	TRUE
"28796012"	8	2	2	2016-07-11	7	102	TRUE
"28796014"	6	2	2	2016-07-11	7	18	TRUE
"28796087"	98	2	2	2016-07-11	7	922	TRUE
"28796089"	98	2	2	2016-07-11	7	0	TRUE
"28799901"	38	2	2	2016-07-11	8	6	TRUE
"28799906"	48	2	2	2016-07-11	8	0.4	TRUE
"28799907"	8	2	2	2016-07-11	8	47	TRUE
"28799908"	8	2	2	2016-07-11	8	73	TRUE
"28799909"	47	2	2	2016-07-11	8	13	TRUE
"28799910"	47	2	2	2016-07-11	8	30	TRUE
"28799912"	8	2	2	2016-07-11	8	145	TRUE
"28799914"	6	2	2	2016-07-11	8	14	TRUE
"28799920"	59	2	2	2016-07-11	8	4.7	TRUE
"28799930"	59	2	2	2016-07-11	8	0.9	TRUE
"28799935"	59	2	2	2016-07-11	8	0.4	TRUE
"28799942"	2	2	2	2016-07-11	8	1.44	TRUE
"28799943"	2	2	2	2016-07-11	8	1.27	TRUE
"28799944"	2	2	2	2016-07-11	8	0.17	TRUE
"28799980"	98	2	2	2016-07-11	8	6	TRUE
"28799981"	98	2	2	2016-07-11	8	0.38	TRUE
"28799982"	98	2	2	2016-07-11	8	107	TRUE
"28799983"	98	2	2	2016-07-11	8	26.4	TRUE
"28799986"	98	2	2	2016-07-11	8	49	TRUE
"28799987"	98	2	2	2016-07-11	8	931	TRUE
"28799988"	98	2	2	2016-07-11	8	211	TRUE
"28799989"	98	2	2	2016-07-11	8	0	TRUE
"28790401"	38	2	2	2016-07-11	8	8	TRUE
"28790406"	48	2	2	2016-07-11	8	0.4	TRUE
"28790407"	8	2	2	2016-07-11	8	56	TRUE
"28790408"	8	2	2	2016-07-11	8	71	TRUE
"28790412"	8	2	2	2016-07-11	8	157	TRUE
"28790481"	98	2	2	2016-07-11	8	0.14	TRUE
"28790482"	98	2	2	2016-07-11	8	12	TRUE
"28790483"	98	2	2	2016-07-11	8	20.1	TRUE
"28790486"	98	2	2	2016-07-11	8	65	TRUE
"28790489"	98	2	2	2016-07-11	8	0	TRUE
"28790801"	38	2	2	2016-07-11	8	15	TRUE
"28790806"	48	2	2	2016-07-11	8	0.5	TRUE
"28790807"	8	2	2	2016-07-11	8	111	TRUE
"28790808"	8	2	2	2016-07-11	8	112	TRUE
"28790809"	47	2	2	2016-07-11	8	16	TRUE
"28790810"	47	2	2	2016-07-11	8	36	TRUE
"28790812"	8	2	2	2016-07-11	8	282	TRUE
"28790814"	6	2	2	2016-07-11	8	10	TRUE
"28790820"	59	2	2	2016-07-11	8	5.8	TRUE
"28790830"	59	2	2	2016-07-11	8	1.2	TRUE
"28790835"	59	2	2	2016-07-11	8	0.5	TRUE
"28790842"	2	2	2	2016-07-11	8	1.61	TRUE
"28790843"	2	2	2	2016-07-11	8	1.39	TRUE
"28790844"	2	2	2	2016-07-11	8	0.22	TRUE
"28791107"	8	2	2	2016-07-11	8	48	TRUE
"28791108"	8	2	2	2016-07-11	8	82	TRUE
"28791112"	8	2	2	2016-07-11	8	155	TRUE
"28791120"	59	2	2	2016-07-11	8	11.6	TRUE
"28791130"	59	2	2	2016-07-11	8	2.3	TRUE
"28791135"	59	2	2	2016-07-11	8	0.8	TRUE
"28791189"	98	2	2	2016-07-11	8	0	TRUE
"28791606"	48	2	2	2016-07-11	8	0.5	TRUE
"28791607"	8	2	2	2016-07-11	8	79	TRUE
"28791608"	8	2	2	2016-07-11	8	85	TRUE
"28791612"	8	2	2	2016-07-11	8	206	TRUE
"28791614"	6	2	2	2016-07-11	8	4	TRUE
"28791689"	98	2	2	2016-07-11	8	0	TRUE
"28791701"	38	2	2	2016-07-11	8	9	TRUE
"28791707"	8	2	2	2016-07-11	8	28	TRUE
"28791708"	8	2	2	2016-07-11	8	66	TRUE
"28791712"	8	2	2	2016-07-11	8	109	TRUE
"28791714"	6	2	2	2016-07-11	8	11	TRUE
"28791801"	38	2	2	2016-07-11	8	4	TRUE
"28791806"	48	2	2	2016-07-11	8	0.4	TRUE
"28791807"	8	2	2	2016-07-11	8	30	TRUE
"28791808"	8	2	2	2016-07-11	8	72	TRUE
"28791810"	47	2	2	2016-07-11	8	22	TRUE
"28791812"	8	2	2	2016-07-11	8	118	TRUE
"28791814"	6	2	2	2016-07-11	8	8	TRUE
"28791820"	59	2	2	2016-07-11	8	1.7	TRUE
"28791830"	59	2	2	2016-07-11	8	0.4	TRUE
"28791835"	59	2	2	2016-07-11	8	0.1	TRUE
"28791883"	98	2	2	2016-07-11	8	24.9	TRUE
"28791889"	98	2	2	2016-07-11	8	0	TRUE
"28792401"	38	2	2	2016-07-11	8	2	TRUE
"28792406"	48	2	2	2016-07-11	8	0.2	TRUE
"28792407"	8	2	2	2016-07-11	8	4	TRUE
"28792408"	8	2	2	2016-07-11	8	21	TRUE
"28792409"	47	2	2	2016-07-11	8	10	TRUE
"28792410"	47	2	2	2016-07-11	8	17	TRUE
"28792412"	8	2	2	2016-07-11	8	27	TRUE
"28792414"	6	2	2	2016-07-11	8	33	TRUE
"28792420"	59	2	2	2016-07-11	8	0.8	TRUE
"28792430"	59	2	2	2016-07-11	8	0.1	TRUE
"28792435"	59	2	2	2016-07-11	8	0.1	TRUE
"28792442"	2	2	2	2016-07-11	8	1.26	TRUE
"28792443"	2	2	2	2016-07-11	8	1.17	TRUE
"28792444"	2	2	2	2016-07-11	8	0.08	TRUE
"28792480"	98	2	2	2016-07-11	8	6	TRUE
"28792481"	98	2	2	2016-07-11	8	0.62	TRUE
"28792482"	98	2	2	2016-07-11	8	175	TRUE
"28792483"	98	2	2	2016-07-11	8	26.5	TRUE
"28792486"	98	2	2	2016-07-11	8	50	TRUE
"28792487"	98	2	2	2016-07-11	8	940	TRUE
"28792488"	98	2	2	2016-07-11	8	192	TRUE
"28792489"	98	2	2	2016-07-11	8	0	TRUE
"28792707"	8	2	2	2016-07-11	8	53	TRUE
"28792708"	8	2	2	2016-07-11	8	84	TRUE
"28792712"	8	2	2	2016-07-11	8	164	TRUE
"28792714"	6	2	2	2016-07-11	8	9	TRUE
"28793501"	38	2	2	2016-07-11	8	4	TRUE
"28793506"	48	2	2	2016-07-11	8	0.6	TRUE
"28793507"	8	2	2	2016-07-11	8	74	TRUE
"28793508"	8	2	2	2016-07-11	8	85	TRUE
"28793512"	8	2	2	2016-07-11	8	199	TRUE
